SA2_CODE21,LST_slope,LST_p,LST_trend,NDVI_slope,NDVI_p,NDVI_trend,NDBI_slope,NDBI_p,NDBI_trend
209041436,-0.04559028389387193,0.5911541483740381,no trend,0.004656982846904901,0.0035073847992901364,increasing,-0.004851493465821014,0.00014074245671946706,decreasing
209041437,-0.11608081501982734,0.29327072669776233,no trend,0.005213679373274495,0.01833157496099891,increasing,-0.005149282856364531,0.008312365597504368,decreasing
209041527,-0.08076931587989442,0.387514377839314,no trend,0.006181813722126685,0.007235176109436026,increasing,-0.008793782223490185,2.9081850334566894e-05,decreasing
209041528,-0.04652961823315849,0.5911541483740381,no trend,0.0037411423523368995,0.10707235212149269,no trend,-0.007959392089139851,0.0009910666009620428,decreasing
209041529,0.04627379454269549,0.498219385345291,no trend,0.002551198429242652,0.023486186933639575,increasing,-0.001908838980057511,0.026505643985675675,decreasing
209041530,-0.01466841396428633,0.944141999801307,no trend,0.0018495576242264248,0.29327072669776233,no trend,-0.003450976783791703,0.004070304881397702,decreasing
209041531,-0.07933757432966851,0.4690632682744802,no trend,0.005317868155096326,0.023486186933639575,increasing,-0.0054505885464179405,0.010906151033361455,decreasing
209041532,-0.08272397725613212,0.5593049468922573,no trend,0.004206085730497775,0.07983871964585254,no trend,-0.006594689294466916,0.0018950157955626157,decreasing
210011226,0.008409273753235446,0.9070384808036946,no trend,0.002988505474330539,0.009530847381806318,increasing,-0.001550132904202816,0.023486186933639575,decreasing
210011227,-0.08524333916580853,0.3623776993195864,no trend,0.0034418398126104814,0.023486186933639575,increasing,-0.004830639525995155,7.913997769493086e-05,decreasing
210011228,-0.052325894028882804,0.5283124685330474,no trend,0.0048769066451596855,0.008312365597504368,increasing,-0.0041185881465424234,0.0009910666009620428,decreasing
210011230,-0.02106938494996049,0.7972523796379414,no trend,0.0037680965569063442,0.010906151033361455,increasing,-0.0025890050129542654,0.008312365597504368,decreasing
210011231,-0.021619748514854695,0.7972523796379414,no trend,0.0031802318175235536,0.010906151033361455,increasing,-0.0024186865336433524,0.014195743882660095,decreasing
210011533,-0.022871013998734334,0.6238124360692694,no trend,0.004441511837726555,0.0018950157955626157,increasing,-0.0032626700860121432,0.00628497005627171,decreasing
