SA2_CODE21,LST,NDVI,NDBI,pop,elderly,median_hhd_income,median_age,IRSD_score,IRSAD_score,area_km2,pop_density,elderly_pct,SUHI
213051585,35.27897585428879,0.29439626703030325,-0.03491988296985117,11182,730,1885,31,988.0,981.0,3.1301,3572.4098271620715,6.528349132534431,1.6758375408146975
213051586,35.86986166314637,0.23926553188443478,0.07190323428744531,9340,164,2307,30,1040.0,1046.0,17.5191,533.1324097699082,1.7558886509635976,2.266723349672276
213051587,36.608119401196255,0.27940146224620066,0.013498401272724439,9596,282,2337,31,1050.0,1053.0,4.2675,2248.6233157586407,2.938724468528554,3.0049810877221645
213051588,37.47602466085912,0.3081809096934559,-0.028697317984715608,19065,885,1947,30,992.0,995.0,5.3778,3545.129978801741,4.642014162077104,3.872886347385027
213051589,36.696305868312294,0.33365548713979043,0.07565506470086367,9032,371,1862,29,980.0,976.0,51.2497,176.23517796201736,4.107617360496015,3.093167554838203
213051590,35.6034888127951,0.3408134683931566,-0.04018130989645259,13546,1239,1766,33,958.0,947.0,4.9575,2732.425617750883,9.146611545843792,2.0003504993210086
214011370,33.03814596752488,0.42056532485941445,-0.05818212359957191,21976,2961,1658,36,986.0,950.0,20.308,1082.1351191648612,13.473789588642154,-0.5649923459492072
214011371,32.7033713657444,0.4166122225231552,-0.09410641445659515,23586,4129,1383,39,972.0,962.0,11.6244,2029.0079487973571,17.50614771474604,-0.8997669477296881
214011372,31.870627595737698,0.4972068358521001,-0.12858649969682948,19453,3585,1313,38,925.0,909.0,13.2382,1469.45959420465,18.42903408214671,-1.7325107177363925
214011373,30.949462913755532,0.5365004590930049,-0.15914681354128646,18801,4132,2038,44,1069.0,1062.0,14.5603,1291.2508670837826,21.977554385405032,-2.6536753997185585
214011374,30.662316353387432,0.5488508710497537,-0.1435602472693151,24939,3762,1950,38,1040.0,1005.0,37.6199,662.9204224359979,15.084806928906533,-2.9408219600866587
214011375,32.374888477589934,0.4035552423127385,-0.08559358953248723,17215,3083,1500,40,997.0,979.0,12.4321,1384.7218088657587,17.908800464711007,-1.2282498358841565
214011376,33.1655417658683,0.4872685271993378,-0.07348160953709712,13303,1527,2224,38,1049.0,1028.0,19.8152,671.3533045338932,11.478613846500789,-0.4375965476057928
214021377,29.566256172830833,0.5457689335542655,-0.12752927829592853,13366,4108,1398,51,1026.0,998.0,45.0575,296.64317816123844,30.734699985036663,-4.036882140643257
214021378,28.733964527103115,0.6009774801209506,-0.16305098860681982,5995,1956,2197,56,1093.0,1095.0,287.3793,20.86093187644343,32.627189324437026,-4.869173786370975
214021379,30.035115620871387,0.5488545043969827,-0.11544109257713897,23970,5377,1407,42,1006.0,969.0,108.8841,220.14233483125636,22.43220692532332,-3.568022692602703
214021381,30.817828556279885,0.5542899673859489,-0.14975533076059874,18734,4171,2547,45,1104.0,1115.0,23.2077,807.232082455392,22.264332230169742,-2.785309757194206
214021382,30.038700041090163,0.5313644251415358,-0.11791390331156197,19846,4720,2097,46,1079.0,1068.0,30.2094,656.9478374280853,23.783130101783733,-3.564438272383928
214021383,30.718122590135305,0.49904335292921276,-0.09674176467035932,19811,6387,1430,53,1040.0,1016.0,67.1876,294.8609564860182,32.23966483266872,-2.8850157233387854
214021384,30.55698821003146,0.5072664832205005,-0.13491325486777753,22944,7657,1155,52,982.0,948.0,23.7957,964.207819059746,33.37255927475592,-3.0461501034426313
214021385,31.501564138261053,0.5341036661874385,-0.0856866436990467,18522,3524,1781,41,1036.0,999.0,117.354,157.8301549158955,19.02602310765576,-2.101574175213038
214021591,32.39815525795613,0.44124224903824183,-0.056529881289589114,15175,3946,1502,45,1020.0,995.0,14.6884,1033.128182783693,26.003294892915974,-1.204983055517964
214021592,30.99063217238533,0.43679199283637404,-0.08752121039538648,10581,4095,1389,57,1043.0,1036.0,6.4044,1652.1454000374742,38.70144598809186,-2.612506141088762
